Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
62,4.852374347886744,3.6318850681327812,1.423724681446478,0.12446486879573809,Iris-setosa
63,5.179658439004898,2.7387381435396074,1.5477655879180945,0.2535843512404382,Iris-setosa
64,5.215946092909699,3.227780393838855,1.5226864395609352,0.31994329320771564,Iris-setosa
65,4.726922706574429,3.616792206832266,1.4510464037759152,0.5519430689242799,Iris-setosa
66,5.129612315859544,3.7364113282406013,1.8283681297115293,0.22760615331314482,Iris-setosa
67,4.888518318031848,3.2673142944640583,1.4001169182888167,0.45492464170171,Iris-setosa
68,4.875234193689685,3.82966232440894,1.4861727052596825,0.37951825480260093,Iris-setosa
69,4.761020245970632,3.283543598171409,1.5179541718323932,0.03705169039940989,Iris-setosa
70,4.728929120222723,3.3923942150280686,1.5436615992338294,0.16661689925068537,Iris-setosa
71,4.823262665382264,3.528486043673808,1.5861554854961533,0.19820750959941508,Iris-setosa
72,5.110443287353694,3.3657869050107276,1.5778292506654399,0.2718767735486307,Iris-setosa
73,4.360909667286751,3.3109008087776033,1.3747770726963047,0.29953463102595884,Iris-setosa
74,4.787374414561856,3.168687990589387,1.5626011386081005,0.20919887942372864,Iris-setosa
75,4.389524097283127,2.909018102892869,1.4828928911974404,0.2724117333429389,Iris-setosa
76,4.400485587819501,3.206693567818529,1.5254876896707,0.27827792857964656,Iris-setosa
77,5.020730151248839,3.6108240911769873,1.7970024685287276,0.23072491208892443,Iris-setosa
78,4.135632729445965,3.446248555379655,1.3542653767762867,0.20658172574338599,Iris-setosa
79,5.506085562912132,3.4932004024923864,1.6037468100649732,0.10004220739219752,Iris-setosa
80,5.0603115685494275,3.3074016892309195,1.0394559075326604,0.3583847920675991,Iris-setosa
81,5.232162692025778,3.3801082736662487,1.420286172391247,0.1281955307486094,Iris-setosa
82,5.062986460711797,3.173548485763101,1.2906353024347417,0.12372300201735037,Iris-setosa
83,5.072252326959921,4.090850301680425,1.6337840519781912,0.09856036975629459,Iris-setosa
84,4.965581234418908,3.442776370133031,1.5365241615776193,0.10784469680109374,Iris-setosa
85,4.796405464461555,3.405366128835799,1.570565152222333,0.27543851099095507,Iris-setosa
86,5.217836685293017,3.0380061992404532,1.654953753813283,0.16382564304832928,Iris-setosa
87,5.2115812590039345,3.89422011375229,1.5144486799520727,0.17309404740406495,Iris-setosa
88,5.052974588554527,2.471000129498917,1.4119001332650274,0.2801693274547537,Iris-setosa
89,4.962319759524735,3.0655367810118603,1.2808917145987242,0.25776848473224184,Iris-setosa
90,5.01872287589323,3.4592923506165136,1.3550547069036722,0.32922447943250965,Iris-setosa
91,5.025724024265765,3.3645702826581,1.6517361182351291,0.49884685808422796,Iris-setosa
92,5.113885470197886,3.5725424165928312,1.5013877591791311,0.304326011193834,Iris-setosa
93,4.930688634529587,4.1706027942686825,1.5498921604080427,-0.024929839434622902,Iris-setosa
94,5.115657431130744,3.4904515433617815,1.4555528842993712,0.5122077059664445,Iris-setosa
95,5.085800425310364,3.3292822111511255,1.6801893253706424,0.28078149591901147,Iris-setosa
96,5.1074708255679635,3.518808974730601,1.6373678574743156,0.2948284198677454,Iris-setosa
97,5.487631290479446,3.301414755731351,1.4822416274512382,0.2392972610986593,Iris-setosa
98,4.951220550202001,3.9093975479540424,1.4816917488508294,0.30632480021011177,Iris-setosa
99,5.000970802472566,2.9744170374870063,1.5286372883239017,0.22979137424624752,Iris-setosa
100,5.030830330339207,3.139021144062597,1.4380742300530303,0.19816158658512015,Iris-setosa
101,4.636800070642842,3.952239796105555,1.1910229778527819,0.2645575547811353,Iris-setosa
102,4.87349466107777,3.6202050781263146,1.6761169064210226,0.36238882543462714,Iris-setosa
103,5.263061021884408,3.55864073269471,1.570927299790987,0.30205201529017883,Iris-setosa
104,4.968322945737701,3.7986173306444995,1.8227341784345321,0.16280094893055014,Iris-setosa
105,5.2475713660055785,3.579411456897451,1.5739802211911582,0.2567012532615349,Iris-setosa
106,5.215592794964153,3.816963974087802,1.5121757233937303,0.28196742159251326,Iris-setosa
107,4.944538611276189,3.477934574810058,1.5030190657710107,0.13178003828986667,Iris-setosa
108,4.996136703498106,3.348760326602049,1.4017877191681585,0.21191414048588061,Iris-setosa
109,5.199014487638244,3.592437107022827,1.5180746615541667,0.2519229227815208,Iris-setosa
110,5.180455871392196,3.505713629803831,1.2001777511306777,0.4924703000886481,Iris-setosa
111,5.149292564971205,3.5737886161024823,1.8210782929264338,0.49222621066335015,Iris-setosa
112,5.160835679903047,4.0556751801305975,1.3494305411331609,0.3466525779650169,Iris-setosa
113,5.503761586616692,2.902380356398162,1.5286450978270765,0.23153680731777573,Iris-setosa
114,4.802410209066222,3.047657777183794,1.4280629618374299,0.3067239364537835,Iris-setosa
115,5.030165058100963,3.1802040463951817,1.5247455827213834,0.18251064901962727,Iris-setosa
116,5.429796598224522,3.831434856776513,1.42643471974358,0.2389704433508593,Iris-setosa
117,4.798764958462902,3.9127880775191377,1.7305115220231857,0.23579966013595918,Iris-setosa
118,5.363885934157395,3.6513695206585246,1.687550895759064,0.2822728281626176,Iris-setosa
119,5.094646593172303,3.3169600594289705,1.4543503488803642,0.2845385047116123,Iris-setosa
120,4.898358889509089,3.6574652115914343,1.5112282061861053,0.24172856798908005,Iris-setosa
121,4.873791935272328,2.8934604035454203,1.4240361912332857,0.4443309879598719,Iris-setosa
122,5.108497780179632,3.8613511322423824,1.4627023855337904,0.29483204401513097,Iris-setosa
123,4.613491298500921,3.0181580526733343,1.5294041518354056,0.07121399477690984,Iris-setosa
124,4.8436259226029295,3.0671403287633803,1.1701768174463505,0.2873804284041409,Iris-setosa
125,5.188482279268384,3.471285200373884,1.4446110071909173,0.4244743583907211,Iris-setosa
126,5.216938973599674,3.4157355272465004,1.7779267594591832,0.17838248281110636,Iris-setosa
127,5.237483491590394,3.283334500926771,1.304760163479137,0.24329053504168094,Iris-setosa
128,4.775646881804206,4.0080405313726475,1.3094240843418667,0.1409796404199103,Iris-setosa
129,4.868463845480795,3.1593952846442677,1.3456698493015051,0.3088840243538161,Iris-setosa
130,5.237348868607139,3.565331959620425,1.544622156624808,0.3704953440607209,Iris-setosa
131,4.749558371044023,3.5338357067609953,1.5728116260429092,0.3387380527929685,Iris-setosa
132,4.919680559611239,3.983123285338782,1.5840906977056455,0.16990909859353223,Iris-setosa
133,5.6258698252715735,3.570825563592366,1.2572715243733836,0.27509099068112663,Iris-setosa
134,5.422553300721044,3.6326195041001794,1.5604544332189105,0.4479901680963038,Iris-setosa
135,4.9946115361494705,3.321355082593723,1.5687488214716223,0.19932873492063524,Iris-setosa
136,5.411799764345239,4.136634083284687,1.597871907741987,0.30973034500967367,Iris-setosa
137,4.8866889456114935,3.5786323314243056,1.3536022175970472,0.3458384232179311,Iris-setosa
138,5.133522865859558,3.449132303523547,1.542665241612362,0.1690111357574573,Iris-setosa
139,4.868650394829466,3.704421399808595,1.5283552272500431,0.05526303753049813,Iris-setosa
140,4.490613135435016,3.3558524722250636,1.628644809770549,0.23513338353339183,Iris-setosa
141,4.9529297367513285,3.2746015442477594,1.4980754663981868,0.2652243006228275,Iris-setosa
142,5.708071760937247,3.152883785726471,1.68136287291531,0.16799087222455705,Iris-setosa
143,5.790248534261909,3.422369253951948,1.3821980344333902,0.3014023011460987,Iris-setosa
144,4.576415302100916,3.523933712531041,1.620209621314956,0.19885926757481592,Iris-setosa
145,4.858447778056454,3.5890493044015725,1.6315577158529824,0.2638559317030956,Iris-setosa
146,5.298994430919006,3.482526403973634,1.4615843634358758,0.28122352519131627,Iris-setosa
147,5.400158915141152,3.9591717778187396,1.4134011848747299,0.23179509920188873,Iris-setosa
148,5.112998923016373,3.572230797850789,1.6237023605855418,0.15161438888601825,Iris-setosa
149,5.236999305081254,3.3322814794839504,1.3941891524560928,0.21400235042227816,Iris-setosa
150,5.435493388247378,3.083669693803577,1.3462191072457894,0.2552661501470617,Iris-setosa
151,4.84770377020263,3.7037146489761876,1.4730316181376082,0.23335034567557786,Iris-setosa
152,4.859726203427346,3.009293450285022,1.78599071604676,0.11297683779326967,Iris-setosa
153,5.037767406439485,2.3146022080207493,1.6740789568142465,0.30237023464189516,Iris-setosa
154,5.129978258145961,2.847900944457302,1.6140259078301882,0.07679013284422681,Iris-setosa
155,5.703426683567175,3.951084852569441,1.7517630035243987,0.3389286537586659,Iris-setosa
156,5.24353679091189,3.2625212396645913,1.8042860936665739,0.27489474137373004,Iris-setosa
157,5.27783315018175,2.91787722078294,1.5853530489663905,0.26633241182323103,Iris-setosa
158,4.296544808216862,3.181237616354542,1.4811019684314612,0.03627610038444706,Iris-setosa
159,5.093563349213835,3.6352110558610953,1.7332046026897956,0.3036950233568866,Iris-setosa
160,4.969275596193538,3.3283257984576973,1.5507503022072415,0.3374660520864216,Iris-setosa
161,5.161701833553228,3.666916472095061,1.4474250008749727,0.08555714393691391,Iris-setosa
162,4.529889548558353,3.085305778170007,1.7398932760459163,0.3802627042860417,Iris-setosa
163,5.221052920129345,3.1927182465744766,1.1877475836718574,0.45895630592324266,Iris-setosa
164,5.673843168389519,2.5538634095999884,1.4798419538857943,0.3560441613701321,Iris-setosa
165,5.050761020231182,3.3915518061460106,1.653494362853687,0.15465230210283043,Iris-setosa
166,4.712394257517259,3.3283929683911726,1.7711577106010226,0.29226924473568544,Iris-setosa
167,5.8258061842490605,2.4249524805201843,1.7834692927470233,0.15191645203266693,Iris-setosa
168,5.133792148450038,3.5621989597696233,1.372284178534609,0.4071740308604117,Iris-setosa
169,4.89726144659585,3.250255608585827,1.4322906511947413,-0.03248824030117109,Iris-setosa
170,4.795185269883392,4.047496375239423,1.4903005105712555,0.11358567559663219,Iris-setosa
171,4.3274666549280685,3.472492540916942,1.4702469105986118,0.2957204910782481,Iris-setosa
172,4.789620078496477,3.425431478182474,1.281552345248795,0.2453624754210371,Iris-setosa
173,5.357965443418749,2.4266120115983325,1.6218428849720865,0.34445143464630434,Iris-setosa
174,5.074208276835619,4.186606172288936,1.3173174942765304,0.24376615186523679,Iris-setosa
175,5.998088564868521,3.176495279403491,1.6588209174358408,0.41468289234770306,Iris-setosa
176,4.806057678110077,3.215311711147048,1.369646303160953,0.3644181555364146,Iris-setosa
177,4.721941887188206,2.778748597597149,1.5340667098565242,0.20906436099087738,Iris-setosa
178,4.632540902513139,2.968666811113855,1.5339534169481939,0.28632596808363797,Iris-setosa
179,4.919798518091931,2.9008106866973424,1.1080876210679358,0.17002765895754912,Iris-setosa
180,4.835074807224892,4.164502638031646,1.3687189031723381,0.23780493851545567,Iris-setosa
181,5.201753966488828,3.971621651463119,1.4004279875646803,0.3146583601032651,Iris-setosa
182,5.065229002125621,2.914741793958174,1.328383576333068,0.27066028942200543,Iris-setosa
183,5.123942654436181,2.789077850191418,1.2970583205265984,0.22766170760578017,Iris-setosa
184,4.993996718456472,3.1304870036255266,1.6643613707089076,0.23171848666274525,Iris-setosa
185,4.732599592889667,3.6039732711631114,1.4507015615217442,0.2192711400423302,Iris-setosa
186,4.591783919019881,3.35092682434399,1.3529259699747889,0.47405124570358836,Iris-setosa
187,5.243478828449855,3.6102227411769143,1.295524217096453,0.42961407741333235,Iris-setosa
188,4.957018479174662,3.5140543542740286,1.525694522235138,0.2009236381633729,Iris-setosa
189,4.813060436234403,3.314690323414672,1.6837435725908871,0.16592570349300195,Iris-setosa
190,4.419165645703671,3.194298270016743,1.640999413620739,0.2980469759505894,Iris-setosa
191,5.0274117556486715,4.032941044759564,1.2788193156095586,0.15671986307858563,Iris-setosa
192,5.0503779884055096,3.5427430939079114,1.6621786359056316,0.19741237630539524,Iris-setosa
193,4.768697743915216,3.070564699783974,1.7993919153506022,0.22621735378865698,Iris-setosa
194,4.873293622857185,3.369054514814455,1.7617059293001778,0.3486971096083844,Iris-setosa
195,5.260841714755717,3.566041842103713,1.6277549265582982,0.31902342909467035,Iris-setosa
196,5.556015742039399,3.502387922796404,1.327284841739325,0.13252504984636174,Iris-setosa
197,5.463848620671314,3.1646080771826695,1.4506924621074762,0.02048833422439622,Iris-setosa
198,4.897000712743063,3.5217626462636265,1.2659441729963843,-0.034462619289095886,Iris-setosa
199,4.505512188938412,2.8093024114497007,1.3549753665303934,0.24495889195772128,Iris-setosa
200,4.615999550035061,3.730524901490357,1.4720505781325743,0.12578888196639895,Iris-setosa
201,4.91778346730269,3.5337718586066287,1.7305721190441066,0.06487306379646351,Iris-setosa
202,4.778422631911708,2.7649662230215606,1.5266291319981913,0.4535537979832597,Iris-setosa
203,5.006527912499253,4.205883084589536,1.8257922019743953,0.24098473174604207,Iris-setosa
204,4.508761547340188,3.092307776731454,1.268581641328722,0.019022860376656764,Iris-setosa
205,4.571911940407806,3.201423649808212,1.6108310936504595,0.23274466532634325,Iris-setosa
206,5.725934410592118,3.535177831148122,1.6500800859933296,0.35827599257153314,Iris-setosa
207,5.359902196802715,3.5881921953257088,1.4527378936459583,0.18210886579671573,Iris-setosa
208,5.30014937871892,3.200966166390646,1.7887486604735532,0.2844548722931952,Iris-setosa
209,5.283738597975627,3.358232864879718,1.4048819666480092,0.28048665193277866,Iris-setosa
210,4.804031409386341,3.6433683967352626,1.7232131048639034,0.3013775074875849,Iris-setosa
211,5.171825005558985,3.1069216379822095,1.510727344813372,0.16007849172759098,Iris-setosa
212,5.029909515825728,3.9708922913213853,1.706787736654064,0.4555705698633855,Iris-setosa
213,4.653699783742971,3.8030584084504424,1.341495661043682,0.3274439438316186,Iris-setosa
214,5.287676087004435,3.1251013581241303,1.3372060446407597,0.21059547977680004,Iris-setosa
215,5.816326150148239,3.200079305094997,1.4085980763320136,0.20872878280280133,Iris-setosa
216,4.668903504204637,3.0145274853946566,1.7174472266159464,0.19991988267461222,Iris-setosa
217,5.824640025006635,3.3534655922580465,1.7911505400218668,0.21670719687073509,Iris-setosa
218,4.356874831641641,3.1081157143699873,1.8718364025954042,0.45363916482546657,Iris-setosa
219,4.555639678283155,2.8986086366666255,1.4650592918891947,0.19672113702492128,Iris-setosa
220,5.158438534080637,3.5541538664405374,1.3351955180804442,0.26466047484050714,Iris-setosa
221,5.271950212399165,3.4430902089303803,1.7376006607547456,0.3112008129118691,Iris-setosa
222,4.6792643886808705,3.317110177939745,1.3053308678072766,0.217891134489564,Iris-setosa
223,4.6328551916129435,3.3246242807280395,1.3726398774174924,0.1955685724132717,Iris-setosa
224,4.597591091558683,3.4768366967208935,1.7221539733600861,0.24925311269904155,Iris-setosa
225,5.200869011195979,3.445303633044776,1.5164857932577682,0.06975326710499188,Iris-setosa
226,5.332123381381346,3.3816913908853214,1.5614762095252301,0.1899321208207408,Iris-setosa
227,4.81453252523815,2.990762271386216,1.524066794615344,0.19369181964545173,Iris-setosa
228,4.890678532387129,3.35609969456926,1.750380357643389,0.2783163632680753,Iris-setosa
229,4.755616695716392,3.7208215265945417,1.5824494592236853,0.41437017108466645,Iris-setosa
230,5.4556145927628386,3.7251909404743353,1.4114349035295488,0.1760969039569516,Iris-setosa
231,5.586247130704395,4.155329681208181,1.4608164767040916,0.012470735520062892,Iris-setosa
232,4.5497126894542195,2.767279971485971,1.598065806453461,0.24080514123226407,Iris-setosa
233,4.655443043339244,3.2812009342599726,1.3970273101075665,0.18155772353791683,Iris-setosa
234,4.84359529746956,3.862416974516301,1.3748213419056945,0.32626476742441757,Iris-setosa
235,4.779622636996909,3.111383092140167,1.5822246088238858,0.40023574277097834,Iris-setosa
236,4.691482221139596,3.487118770409872,1.6238868765170904,0.12506215440349192,Iris-setosa
237,4.840364777630838,3.945443764292904,1.6988352838334255,0.31183295423869856,Iris-setosa
238,4.898829218397454,3.2738129134256617,1.7210234471187997,0.2967915765212177,Iris-setosa
239,5.291648008528168,3.1559541836596265,1.1931945540504256,0.07473198716106391,Iris-setosa
240,5.054101737325299,3.3099335592618733,1.4223716020471577,0.28358793374461827,Iris-setosa
241,4.40058412847992,3.366016844952563,1.6469390583841217,0.23251059340355706,Iris-setosa
242,3.9169350186230667,3.5867182346813653,1.7706430698797673,0.32017750405531836,Iris-setosa
243,5.775026293488578,3.539246745633447,1.4447001308781269,0.23506842284794838,Iris-setosa
244,5.14993438548922,3.665804560918674,1.5890703968123363,0.2675177424720738,Iris-setosa
245,5.194020720061055,3.6480154476505398,1.5967691866156009,0.07607357946084642,Iris-setosa
246,4.678279783594283,3.229548023326414,1.846850095497408,0.24303711502876685,Iris-setosa
247,4.617684495749198,3.0895671739253596,1.330270523930478,0.2045181383754811,Iris-setosa
248,4.510354324890215,3.5748640074394085,1.5732382448340387,0.3447041101923085,Iris-setosa
249,4.890707810247943,2.7229432421909943,1.7046256068993575,0.27920778547051445,Iris-setosa
250,4.6368707330284415,3.8539216550050903,1.5751050711434884,0.3248294253718281,Iris-setosa
251,4.430043129615001,3.7234870016576127,1.7066467011946251,0.42336480131665966,Iris-setosa
252,5.527213239578932,3.584592649393821,1.3377924440850135,0.21035104393112775,Iris-setosa
253,4.73422654255676,4.109047648199252,1.6044847259447814,0.15676183742302774,Iris-setosa
254,4.854260084720823,3.2122729500723226,1.5432985926054312,0.0266855680612261,Iris-setosa
255,4.586037296356524,3.7904453712650756,1.8094236586630281,0.40216539005070046,Iris-setosa
256,5.143237921791821,3.2367872480600948,1.3867941596531903,0.24082718936902248,Iris-setosa
257,4.893730077148799,3.3479195818328553,1.6816648257275857,0.2713830695671096,Iris-setosa
258,4.57230523801852,3.7260807887177037,1.2003252073496562,0.35677459018891516,Iris-setosa
259,4.35785664622643,3.8825212519012897,1.467886538722196,0.09099166255363325,Iris-setosa
260,4.700267047885999,3.4898882427895055,1.5023456357315625,0.24476438840095127,Iris-setosa
261,5.39064315173258,3.436396783152342,1.5963680542748144,0.09927022512122205,Iris-setosa
262,4.917467710816119,3.373253146018259,1.4742765664573685,0.2125046220378094,Iris-setosa
263,4.735145353421607,3.2956781036764236,1.51599885679259,0.1351034275837979,Iris-setosa
264,5.134717692098321,3.584773599836694,1.4972732124339247,0.27664626537769693,Iris-setosa
265,5.091594392623998,3.333082783283887,1.5909855488273654,0.21688625805972245,Iris-setosa
266,4.984916051359516,3.3432763971706856,1.488878793123435,0.29994142428567727,Iris-setosa
267,4.809361712622983,3.2950444012739437,1.547505375280214,0.37806649349101984,Iris-setosa
268,4.842095940416148,2.572860023990775,1.7107177007706387,0.40313332365767784,Iris-setosa
269,4.862977033877374,3.8928542832795587,1.8494283998391647,0.3650971763666889,Iris-setosa
270,5.963620366307754,3.473634533670692,1.5793791591588648,0.28177285584909817,Iris-setosa
271,4.416374970020474,3.6418514942942792,1.4895054090100863,0.30184130064300735,Iris-setosa
272,4.934625609715006,3.1262733530607094,1.3876303027278691,0.32293384225246163,Iris-setosa
273,5.485437234922885,3.2513771712459114,1.2849097454766731,0.2428637432358177,Iris-setosa
274,5.013363859209923,3.216410827914343,1.2641575178463644,0.21257402396660263,Iris-setosa
275,5.162421467607764,3.195005162564706,1.6119484576314886,0.33259675384908616,Iris-setosa
276,5.4325856802290975,3.614031942661419,1.404552990822202,0.19124345218952227,Iris-setosa
277,5.480950344996446,3.175751910253798,1.3862287766398962,0.3097255769308798,Iris-setosa
278,4.9560069725267475,3.565394371316267,1.675545259776091,0.3914314747383111,Iris-setosa
279,4.6307023103550655,3.3368834985238878,1.6053183403042526,0.15577402025448517,Iris-setosa
280,5.206270465720373,3.3942128685165933,1.420546484565016,0.2891121272960741,Iris-setosa
281,5.334922624367064,3.8768276421857757,1.545464504948558,0.3688250293044586,Iris-setosa
282,4.830790053189034,2.9300633311543183,1.7618661552277983,0.22435419105301824,Iris-setosa
283,4.94168413944538,3.568392412789358,1.313436118533112,0.3539072429743503,Iris-setosa
284,5.363481273822061,3.5865235644792337,1.5528743766653956,0.01066431857672262,Iris-setosa
285,4.906316923669077,2.5998192523298314,1.5997842551801142,0.17395439984303301,Iris-setosa
286,5.1822790167482475,3.2419006735984834,1.531753695986139,0.24464959566166578,Iris-setosa
287,5.44003941133833,3.2255863806062206,1.6182842836270028,0.2420823032634445,Iris-setosa
288,4.699856849260884,3.3788969545954664,1.5549636034555605,0.28773749651778735,Iris-setosa
289,4.407779317675077,3.5366226148995215,1.2614064976678776,0.32190460660762954,Iris-setosa
290,5.078810851668559,3.9219076063263536,1.6479148424586756,0.16882164194239696,Iris-setosa
291,5.426709706383442,3.4537610456473646,1.42426284051411,0.2963830678518377,Iris-setosa
292,5.531022159462085,3.255890383923993,1.3408105186029005,0.29052278088065586,Iris-setosa
293,4.270695357233368,4.2860877607631,1.0767001029143715,0.1914139834591682,Iris-setosa
294,5.042306849348709,3.192746139470241,1.5582420982277645,0.2971859418773932,Iris-setosa
295,5.117466533937585,3.863838940305506,1.6238077976218974,0.18360533695835712,Iris-setosa
296,5.897150596682806,3.9383484345119415,1.4739317417043194,0.24693999483888363,Iris-setosa
297,4.689265624123488,2.8642472185008354,1.2109057273605008,0.4112549108879292,Iris-setosa
298,4.835542336010245,3.0194696574992403,1.5755698427147908,0.1715487615314271,Iris-setosa
299,4.920203114267213,3.7780213164090855,1.6983554737185358,0.343858297316442,Iris-setosa
300,5.555187177922526,3.0309662636581414,1.7935900300809884,0.05191118365299599,Iris-setosa
301,5.159027839786608,2.9949605496217497,1.5980937208009485,0.025279320021618867,Iris-setosa
302,4.996672976849975,3.3689184592512778,1.6764349784149892,0.2582462702496787,Iris-setosa
303,4.720591078728248,3.9794588329222327,1.4498495699429998,0.16783024038623795,Iris-setosa
304,4.877306979137711,3.3288108909998413,1.3118846131238504,0.2938030804328597,Iris-setosa
305,5.414280867887409,3.73416589168404,1.6619716512978593,0.49186704654250113,Iris-setosa
306,4.608787922549102,2.8338440917939174,1.789812768639308,0.3686001787491583,Iris-setosa
307,4.837186011441318,3.478924355098485,1.5927988277573752,0.3585782783448854,Iris-setosa
308,5.209733066735314,3.0114898047728675,1.565144910758398,0.21450920846544858,Iris-setosa
309,5.2128608024834335,2.4999030306336896,1.6028194057426166,0.25804457557578286,Iris-setosa
310,5.426521326279273,3.6675339919271988,1.406321340828239,0.15431438731062397,Iris-setosa
311,5.024997750536148,3.8637476607746537,1.8430203072908968,0.2710393358793223,Iris-setosa
312,4.794086633309081,3.3956770300498,1.5776688004660258,0.22927251696385903,Iris-setosa
